,location,size,total_sqft,bath,price
11210,HSR Layout,2.0,1009.0,2.0,56.0
11211,Jalahalli,3.0,1470.0,2.0,102.0
11212,Bannerghatta Road,3.0,1527.0,3.0,115.0
11214,Chandapura,4.0,3300.0,4.0,135.0
11215,Whitefield,2.0,1277.0,2.0,77.0
11217,Whitefield,3.0,1820.0,3.0,140.0
11219,Banashankari,3.0,1886.0,3.0,205.0
11220,other,3.0,1200.0,2.0,190.0
11221,Jakkur,3.0,1880.0,4.0,110.0
11222,Hennur,2.0,1255.0,2.0,52.35
11224,Somasundara Palya,2.0,1140.0,2.0,46.0
11225,Electronic City Phase II,2.0,1025.0,2.0,29.6
11226,Whitefield,4.0,3453.0,4.0,247.0
11228,other,4.0,1200.0,4.0,165.0
11229,Sarjapur  Road,3.0,1850.0,3.0,140.0
11230,Kaikondrahalli,2.0,1250.0,2.0,78.0
11232,Kodihalli,4.0,3522.0,5.0,716.0
11233,Jalahalli,2.0,1244.0,2.0,88.0
11235,Kengeri Satellite Town,2.0,1025.0,2.0,28.57
11239,7th Phase JP Nagar,2.0,1035.0,2.0,39.33
11240,2nd Stage Nagarbhavi,4.0,1500.0,3.0,230.0
11241,Hosa Road,3.0,1470.0,2.0,84.22
11243,Harlur,3.0,1752.12,3.0,125.0
11246,Old Madras Road,3.0,2990.0,3.0,170.0
11248,Electronic City,3.0,1275.0,3.0,63.43
11249,Bommasandra Industrial Area,3.0,1365.0,3.0,52.81
11250,other,3.0,1200.0,2.0,90.0
11251,Kanakpura Road,3.0,2546.0,3.0,170.0
11252,Banashankari Stage VI,3.0,1392.0,3.0,69.46
11256,Singasandra,3.0,1476.0,2.0,73.0
11257,KR Puram,1.0,700.0,1.0,21.5
11259,Jigani,2.0,943.0,2.0,48.0
11260,Pai Layout,2.0,1150.0,2.0,170.0
11262,Varthur,3.0,1615.0,3.0,69.43
11265,Benson Town,3.0,1805.0,3.0,280.0
11266,Sompura,3.0,1350.0,3.0,65.0
11268,Rajaji Nagar,2.0,1357.0,2.0,123.0
11269,Hebbal,3.0,1645.0,3.0,117.0
11270,Ardendale,3.0,1777.26,3.0,92.0
11271,Bisuvanahalli,2.0,845.0,2.0,32.0
11273,Varthur,2.0,1210.0,2.0,64.15
11274,Electronic City Phase II,2.0,829.0,2.0,22.8
11275,Sarjapur  Road,3.0,1879.0,3.0,155.0
11280,Sarjapur  Road,3.0,1157.0,2.0,75.0
11282,Green Glen Layout,3.0,1751.0,3.0,115.0
11283,other,5.0,1550.0,3.0,250.0
11286,Channasandra,2.0,1175.0,2.0,38.0
11287,Jalahalli,2.0,1407.0,2.0,98.49
11288,Yelachenahalli,2.0,1000.0,2.0,50.0
11289,Electronic City,3.0,1518.0,3.0,75.0
11290,other,4.0,3600.0,4.0,300.0
11291,Tumkur Road,2.0,1027.0,2.0,67.0
11292,other,4.0,3730.0,6.0,430.0
11293,HSR Layout,2.0,1145.0,2.0,46.0
11294,Rajaji Nagar,2.0,1260.0,2.0,113.0
11298,other,3.0,1600.0,4.0,120.0
11299,Hegde Nagar,3.0,1500.0,3.0,135.0
11301,Banashankari Stage V,3.0,1200.0,4.0,240.0
11302,Hennur Road,2.0,1030.0,2.0,46.5
11303,Gubbalala,6.0,2500.0,6.0,88.0
11304,Kammasandra,2.0,1057.0,2.0,35.0
11305,Old Airport Road,4.0,2774.0,4.0,208.0
11307,Hormavu,2.0,1075.0,2.0,53.7
11308,Mysore Road,3.0,1080.0,2.0,60.0
11309,Kodihalli,4.0,3626.0,5.0,788.0
11311,Singasandra,2.0,1139.7,2.0,45.0
11314,Sarjapur  Road,4.0,2425.0,5.0,175.0
11315,Sarjapur  Road,2.0,1323.0,2.0,74.0
11316,Hennur Road,2.0,1232.0,2.0,69.61
11317,Kalena Agrahara,2.0,900.0,2.0,40.0
11318,Sarjapura - Attibele Road,1.0,740.0,1.0,23.65
11319,Hebbal,3.0,1920.0,3.0,134.0
11321,Bannerghatta Road,3.0,1550.0,3.0,96.0
11322,Gunjur,3.0,1588.0,2.0,90.0
11324,R.T. Nagar,9.0,3600.0,8.0,165.0
11327,Kogilu,10.0,3280.0,9.0,450.0
11328,other,4.0,2170.0,3.0,265.0
11329,Thanisandra,3.0,1719.0,3.0,135.0
11330,Horamavu Agara,2.0,1107.83,2.0,41.51
11332,Electronic City,1.0,1090.0,2.0,31.48
11333,other,5.0,1500.0,5.0,210.0
11334,Jakkur,3.0,1660.0,3.0,104.0
11335,Nagavara,2.0,1247.0,2.0,58.56
11336,Thanisandra,3.0,1595.0,3.0,96.0
11337,Kaggadasapura,2.0,1175.0,2.0,50.0
11339,Old Airport Road,2.0,1184.0,2.0,78.0
11341,Kaval Byrasandra,2.0,935.0,2.0,78.0
11342,Yelahanka,2.0,1200.0,2.0,60.0
11343,Rajaji Nagar,5.0,2400.0,5.0,408.0
11345,Uttarahalli,2.0,1000.0,2.0,52.0
11346,Yelahanka,3.0,1705.0,3.0,85.0
11348,Chikka Tirupathi,4.0,2325.0,4.0,120.0
11351,Varthur,2.0,1402.0,2.0,95.0
11352,Whitefield,3.0,2280.0,4.0,125.0
11354,5th Phase JP Nagar,2.0,1080.0,2.0,53.0
11356,other,3.0,1919.0,3.0,300.0
11357,Begur Road,2.0,1100.0,2.0,42.6
11358,Sarjapur  Road,4.0,2500.0,4.0,225.0
11359,Bannerghatta Road,2.0,1200.0,2.0,78.0
11363,Whitefield,4.0,2882.0,5.0,200.0
11365,other,3.0,2180.0,3.0,273.0
11367,Abbigere,2.0,985.0,2.0,38.92
11368,Sarjapur,2.0,950.0,2.0,35.0
11371,other,4.0,1200.0,4.0,180.0
11373,Hoskote,2.0,1003.5,2.0,28.095
11374,Kaval Byrasandra,3.0,2700.0,3.0,200.0
11377,Sarjapur,3.0,3009.0,3.0,330.0
11378,other,8.0,3300.0,8.0,310.0
11379,Chandapura,2.0,800.0,1.0,30.0
11380,Chikkabanavar,5.0,2000.0,4.0,65.0
11381,other,4.0,1200.0,4.0,190.0
11384,Sarjapur  Road,3.0,2289.0,3.0,178.0
11387,Kambipura,2.0,883.0,2.0,45.0
11388,Thanisandra,3.0,1698.0,3.0,125.0
11389,Electronic City Phase II,4.0,2187.5,4.0,105.0
11390,Ambalipura,2.0,1060.0,2.0,58.5
11391,Somasundara Palya,2.0,1185.0,2.0,75.0
11392,Padmanabhanagar,3.0,2051.0,3.0,180.0
11393,Vittasandra,2.0,1404.0,2.0,72.0
11394,Electronic City Phase II,2.0,1252.0,2.0,67.0
11395,Bannerghatta Road,3.0,1885.0,3.0,125.0
11396,Kaikondrahalli,6.0,3381.0,6.0,225.0
11397,Hormavu,2.0,980.0,2.0,42.0
11398,Rajaji Nagar,3.0,2500.0,3.0,340.0
11401,other,3.0,2312.0,3.0,156.0
11405,Bhoganhalli,2.0,970.0,2.0,52.5
11407,Whitefield,3.0,1639.5,3.0,92.63
11409,other,3.0,2150.0,3.0,240.0
11411,Harlur,3.0,3425.0,3.0,320.0
11412,Hennur Road,4.0,2950.0,4.0,253.0
11413,Jalahalli,1.0,1200.0,2.0,66.0
11414,Kathriguppe,3.0,1335.0,2.0,73.43
11415,Hebbal,4.0,4450.0,6.0,449.0
11417,Rajaji Nagar,3.0,2390.0,3.0,372.0
11418,Shivaji Nagar,3.0,1460.0,2.0,90.0
11422,Thanisandra,3.0,1732.0,3.0,85.73
11424,Sector 2 HSR Layout,2.0,1095.0,2.0,85.41
11425,Kengeri,1.0,416.0,1.0,17.19
11427,Yelahanka,3.0,1350.0,2.0,85.0
11432,Bannerghatta,3.0,1776.0,3.0,124.0
11434,Hormavu,2.0,860.0,2.0,56.0
11435,other,3.0,2800.0,3.0,400.0
11436,Nagasandra,3.0,1650.0,3.0,95.0
11437,Whitefield,2.0,1190.0,2.0,70.0
11438,JP Nagar,2.0,1133.0,2.0,33.99
11440,Horamavu Banaswadi,3.0,1448.0,4.0,118.0
11442,Kodichikkanahalli,2.0,976.0,2.0,50.0
11443,other,4.0,1350.0,4.0,240.0
11446,Yelahanka,3.0,1633.0,3.0,110.0
11447,Ramagondanahalli,2.0,1151.0,2.0,46.0
11449,Uttarahalli,2.0,1037.0,2.0,36.0
11452,Thigalarapalya,3.0,2215.0,4.0,162.0
11453,Hennur,2.0,1255.0,2.0,54.5
11454,other,3.0,2500.0,2.0,300.0
11455,Hormavu,2.0,1075.0,2.0,53.7
11456,Harlur,4.0,2569.0,5.0,180.0
11457,ITPL,2.0,900.0,2.0,27.0
11458,Kudlu Gate,2.0,1183.0,2.0,79.54
11459,HSR Layout,2.0,1100.0,2.0,44.0
11460,GM Palaya,3.0,1643.0,2.0,70.0
11461,other,3.0,1500.0,2.0,120.0
11462,Jakkur,2.0,1291.0,2.0,75.0
11463,Hennur,3.0,1150.0,3.0,80.0
11464,Electronic City,2.0,1060.0,2.0,55.0
11465,7th Phase JP Nagar,3.0,1575.0,2.0,110.0
11468,Mahadevpura,2.0,1236.0,2.0,58.0
11470,Malleshwaram,3.0,2475.0,4.0,326.0
11471,Pai Layout,6.0,3800.0,6.0,175.0
11472,Haralur Road,4.0,4694.0,5.0,375.0
11474,Hulimavu,4.0,1200.0,4.0,75.0
11475,Harlur,2.0,1225.0,2.0,56.0
11476,Thanisandra,2.0,1056.0,2.0,75.0
11478,Banashankari,3.0,1200.0,3.0,74.52
11479,Kudlu Gate,3.0,1850.0,3.0,110.0
11481,other,1.0,1200.0,1.0,39.82
11483,other,5.0,3520.0,6.0,460.0
11485,Jigani,2.0,918.0,2.0,56.0
11488,Lakshminarayana Pura,2.0,1200.0,2.0,80.0
11491,CV Raman Nagar,3.0,1400.0,2.0,78.0
11492,Hosur Road,2.0,1345.0,2.0,106.0
11493,1st Phase JP Nagar,4.0,1900.0,3.0,400.0
11494,8th Phase JP Nagar,2.0,1510.0,2.0,80.0
11496,Kanakpura Road,1.0,525.0,2.0,27.0
11497,ITPL,3.0,1500.0,3.0,61.52
11498,Yelahanka,1.0,827.5,1.0,42.535
11499,Vidyaranyapura,3.0,1100.0,2.0,72.0
11500,other,3.0,1200.0,3.0,68.0
11502,Hormavu,4.0,2282.0,4.0,115.0
11504,Sarjapur,3.0,2172.0,3.0,100.0
11507,8th Phase JP Nagar,3.0,3300.0,3.0,165.0
11509,other,1.0,410.0,1.0,48.0
11511,Kadugodi,2.0,1088.0,2.0,44.0
11512,Sahakara Nagar,2.0,1200.0,2.0,46.0
11514,Haralur Road,2.0,1309.0,2.0,82.0
11515,other,3.0,1717.0,3.0,200.0
11516,7th Phase JP Nagar,3.0,2100.0,3.0,200.0
11517,other,2.0,880.0,1.0,90.0
11520,Hebbal,3.0,3520.0,5.0,240.0
11521,5th Phase JP Nagar,2.0,1041.0,2.0,54.0
11523,Bannerghatta,3.0,1776.0,3.0,150.0
11528,Thanisandra,2.0,1245.0,2.0,83.05
11529,Haralur Road,2.0,1027.0,1.0,44.0
11530,Yelenahalli,2.0,1200.0,2.0,46.17
11532,other,3.0,1065.0,3.0,72.0
11533,Kannamangala,3.0,1814.0,3.0,129.0
11534,Ramagondanahalli,3.0,1610.0,2.0,112.0
11535,Kumaraswami Layout,1.0,850.0,1.0,78.0
11538,other,3.0,1250.0,2.0,77.13
11539,Haralur Road,2.0,1243.0,2.0,46.0
11542,Electronic City,2.0,1353.0,2.0,75.0
11543,other,4.0,2100.0,3.0,210.0
11545,Whitefield,4.0,4800.0,4.0,550.0
11546,Sahakara Nagar,2.0,1270.0,2.0,96.0
11548,8th Phase JP Nagar,4.0,1200.0,4.0,270.0
11549,Thanisandra,4.0,2695.0,4.0,188.0
11552,BTM 2nd Stage,2.0,1400.0,2.0,90.0
11555,Kasavanhalli,2.0,1585.0,2.0,90.0
11557,Electronic City,2.0,1128.0,2.0,67.0
11560,HSR Layout,2.0,1203.0,2.0,60.0
11561,Mallasandra,2.0,905.0,2.0,35.0
11562,Hennur Road,3.0,1450.0,3.0,79.0
11563,Varthur,2.0,1105.0,2.0,38.0
11564,Channasandra,2.0,1200.0,2.0,46.13
11567,Dasarahalli,2.0,1333.0,2.0,78.56
11570,Haralur Road,2.0,1243.0,2.0,46.0
11572,Margondanahalli,2.0,1200.0,2.0,65.0
11573,Whitefield,2.0,1270.0,2.0,94.0
11575,Chandapura,2.0,900.0,2.0,35.0
11576,Attibele,4.0,2400.0,2.0,250.0
11578,Bannerghatta Road,3.0,1450.0,2.0,78.0
11580,Mahalakshmi Layout,2.0,1080.0,2.0,67.0
11582,Begur Road,2.0,1200.0,2.0,44.4
11583,Bommanahalli,2.0,1355.0,2.0,73.17
11584,R.T. Nagar,3.0,2400.0,3.0,348.0
11586,Koramangala,2.0,1355.0,2.0,95.0
11587,Electronic City,2.0,1070.0,2.0,57.0
11588,CV Raman Nagar,3.0,1980.0,4.0,180.0
11589,Bommasandra,2.0,842.0,2.0,30.0
11590,Bannerghatta Road,1.0,700.0,1.0,31.2
11594,Raja Rajeshwari Nagar,2.0,1196.0,2.0,40.54
11598,Varthur,3.0,2145.0,3.0,170.0
11599,Whitefield,2.0,1220.0,2.0,89.0
11601,6th Phase JP Nagar,2.0,1192.0,2.0,75.0
11602,Marathahalli,3.0,1449.0,3.0,110.0
11603,Ardendale,3.0,2500.0,3.0,250.0
11604,Electronic City,3.0,1700.0,3.0,90.0
11605,Hebbal,3.0,1920.0,3.0,150.0
11607,other,4.0,4800.0,5.0,350.0
11609,Hoodi,2.0,1447.0,3.0,76.0
11610,Kanakpura Road,2.0,1329.0,2.0,107.0
11611,Sarjapur  Road,3.0,1314.0,2.0,70.44
11612,other,3.0,1200.0,3.0,110.0
11614,Hosa Road,3.0,1513.0,3.0,103.0
11616,Vittasandra,2.0,1246.0,2.0,67.5
11617,other,1.0,705.0,1.0,65.0
11618,Dasarahalli,2.0,1220.0,2.0,62.0
11620,Kaval Byrasandra,3.0,1400.0,3.0,75.0
11621,Kasavanhalli,2.0,1245.0,2.0,80.0
11623,Nagavara,3.0,2000.0,2.0,275.0
11624,Gollarapalya Hosahalli,2.0,996.0,2.0,36.5
11625,Yelahanka New Town,2.0,1000.0,2.0,44.0
11628,Thanisandra,3.0,1261.0,2.0,80.0
11631,Kammasandra,2.0,982.0,2.0,25.53
11632,Bommasandra,3.0,1260.0,3.0,49.36
11633,HSR Layout,3.0,1590.0,2.0,135.0
11634,Horamavu Agara,2.0,1220.0,2.0,39.0
11636,Green Glen Layout,3.0,1750.0,3.0,105.0
11639,Malleshwaram,2.0,1500.0,2.0,140.0
11640,Varthur,3.0,1560.0,3.0,90.0
11646,Kaggalipura,4.0,3150.0,5.0,212.0
11647,Karuna Nagar,3.0,1960.0,3.0,165.0
11648,JP Nagar,4.0,3200.0,5.0,309.0
11649,Yeshwanthpur,2.0,1195.0,2.0,100.0
11653,other,4.0,4304.0,4.0,699.0
11654,other,1.0,648.0,1.0,40.0
11655,Sarjapur  Road,3.0,2100.0,3.0,130.0
11656,other,4.0,4209.0,4.0,602.0
11657,Kudlu,2.0,1027.0,2.0,44.0
11658,Whitefield,4.0,1575.0,4.0,250.0
11659,Bommasandra,3.0,1365.0,3.0,52.82
11660,Yelahanka New Town,1.0,650.0,1.0,18.0
11661,Chandapura,3.0,1200.0,2.0,52.0
11662,Cooke Town,2.0,1100.0,2.0,90.0
11664,Banashankari,2.0,1100.0,2.0,63.0
11666,Kammasandra,3.0,1500.0,3.0,65.0
11667,other,4.0,1200.0,5.0,150.0
11669,Vittasandra,2.0,1246.0,2.0,67.5
11673,other,1.0,500.0,1.0,13.0
11674,other,5.0,2400.0,4.0,325.0
11675,Kaikondrahalli,4.0,1200.0,4.0,125.0
11684,Yelahanka New Town,2.0,600.0,2.0,80.0
11686,Vittasandra,2.0,1404.0,2.0,70.0
11687,Ramagondanahalli,3.0,1610.0,2.0,115.0
11688,Varthur,2.0,1760.0,2.0,85.0
11691,Kudlu,2.0,1110.0,2.0,46.0
11692,Rajaji Nagar,3.0,2415.0,3.0,399.0
11693,Gunjur,2.0,1235.0,2.0,44.5
11695,other,2.0,1115.0,2.0,115.0
11696,Harlur,2.0,1197.0,2.0,76.0
11697,Begur Road,1.0,644.0,1.0,32.0
11698,Bellandur,2.0,1251.0,2.0,47.0
11699,Neeladri Nagar,2.0,1105.0,2.0,30.0
11702,Kammanahalli,4.0,1600.0,4.0,200.0
11704,Hormavu,2.0,1206.0,2.0,55.0
11705,Choodasandra,3.0,1560.0,3.0,78.0
11706,7th Phase JP Nagar,1.0,750.0,1.0,47.0
11707,Billekahalli,2.0,1035.0,2.0,90.0
11709,Sarjapur  Road,1.0,702.0,1.0,35.8
11710,Attibele,3.0,1700.0,3.0,65.0
11711,HRBR Layout,2.0,1145.0,2.0,68.5
11716,Green Glen Layout,3.0,1885.0,3.0,135.0
11717,Old Madras Road,2.0,935.0,2.0,37.77
11718,Old Madras Road,2.0,1171.0,2.0,73.0
11719,Singasandra,2.0,1465.0,2.0,60.0
11720,Budigere,3.0,1820.0,3.0,95.0
11721,Raja Rajeshwari Nagar,3.0,1580.0,2.0,66.85
11723,Hennur Road,3.0,1445.0,2.0,89.56
11727,Kothanur,2.0,1140.0,2.0,56.0
11728,Rachenahalli,3.0,2600.0,3.0,160.0
11731,Jakkur,2.0,1473.0,2.0,85.0
11732,Kathriguppe,3.0,1350.0,3.0,80.99
11733,Prithvi Layout,4.0,4040.0,4.0,500.0
11734,CV Raman Nagar,3.0,1980.0,4.0,166.0
11735,Hoodi,3.0,1660.0,3.0,128.0
11736,Kogilu,7.0,2456.0,7.0,85.0
11737,Chamrajpet,2.0,650.0,2.0,45.0
11738,Neeladri Nagar,5.0,4000.0,5.0,425.0
11739,Malleshwaram,3.0,2475.0,4.0,340.0
11740,other,3.0,1495.0,3.0,90.0
11741,R.T. Nagar,2.0,1080.0,2.0,48.0
11744,Binny Pete,3.0,2406.0,5.0,289.0
11746,7th Phase JP Nagar,2.0,1050.0,2.0,42.0
11748,Begur,3.0,2400.0,3.0,12.0
11751,Ulsoor,1.0,840.0,1.0,150.0
11752,Uttarahalli,2.0,1000.0,2.0,39.5
11754,Kammasandra,2.0,985.0,2.0,40.5
11755,BTM 2nd Stage,2.0,1200.0,2.0,70.0
11756,Ambalipura,3.0,1650.0,3.0,100.0
11759,Sarjapur  Road,4.0,1240.0,4.0,110.0
11762,Ramagondanahalli,3.0,1200.0,3.0,56.1
11764,Begur Road,4.0,2500.0,6.0,122.5
11765,Haralur Road,2.0,1140.0,2.0,43.0
11767,HSR Layout,2.0,1120.0,2.0,70.0
11769,Sector 7 HSR Layout,3.0,1760.0,3.0,185.0
11771,Hennur Road,2.0,973.0,2.0,50.74
11772,Kundalahalli,3.0,1724.0,3.0,146.0
11773,Banashankari,2.0,1020.0,2.0,40.79
11775,Electronic City,1.0,750.0,1.0,35.0
11776,Kambipura,2.0,883.0,2.0,49.0
11777,other,2.0,660.0,2.0,76.0
11778,Ramagondanahalli,4.0,2787.0,5.0,220.0
11782,Kothanur,3.0,1787.0,3.0,120.0
11784,Sarjapur  Road,2.0,1320.0,2.0,110.0
11785,Yeshwanthpur,3.0,1692.0,3.0,108.0
11790,other,1.0,793.0,1.0,40.0
11791,GM Palaya,1.0,675.0,1.0,35.0
11794,Jalahalli East,2.0,1035.0,2.0,42.5
11796,Sarjapur  Road,3.0,1800.0,3.0,128.0
11797,Green Glen Layout,3.0,1625.0,3.0,70.0
11802,Electronic City Phase II,2.0,1125.0,2.0,32.63
11804,Amruthahalli,2.0,1025.0,2.0,42.0
11805,Hennur Road,3.0,1482.0,2.0,83.73
11806,other,3.0,1630.0,2.0,130.0
11807,Arekere,2.0,900.0,2.0,44.5
11808,Yelahanka,3.0,1355.0,2.0,75.0
11810,Akshaya Nagar,2.0,1200.0,2.0,45.0
11813,other,3.0,3000.0,3.0,400.0
11814,5th Phase JP Nagar,2.0,812.0,2.0,42.0
11815,Basaveshwara Nagar,2.0,1200.0,2.0,70.0
11817,Marathahalli,2.0,1360.0,2.0,101.0
11819,Rachenahalli,3.0,1756.0,3.0,110.0
11821,Haralur Road,2.0,1300.0,2.0,75.0
11822,Anandapura,2.0,1141.0,2.0,50.0
11825,Hormavu,2.0,1310.0,2.0,67.0
11828,Gubbalala,3.0,1745.0,3.0,140.0
11830,Raja Rajeshwari Nagar,2.0,1050.0,2.0,37.0
11831,Banashankari,4.0,2400.0,4.0,500.0
11832,Electronic City Phase II,2.0,1140.0,2.0,34.0
11833,Varthur,2.0,1210.0,2.0,54.0
11834,Kasavanhalli,3.0,2035.0,3.0,142.0
11835,Sarjapur,1.0,633.0,1.0,17.09
11836,Amruthahalli,1.0,485.0,1.0,19.5
11837,Varthur,2.0,1112.0,2.0,40.0
11839,Sarjapur  Road,3.0,2275.0,4.0,187.0
11840,other,3.0,1419.0,3.0,85.0
11842,other,3.0,2020.0,3.0,270.0
11843,Kundalahalli,2.0,1047.0,2.0,91.0
11844,Thanisandra,3.0,1884.0,4.0,117.0
11845,Malleshpalya,3.0,1200.0,3.0,149.0
11846,Bannerghatta Road,2.0,905.0,2.0,58.0
11847,JP Nagar,3.0,1500.0,2.0,108.0
11848,other,1.0,850.0,1.0,50.0
11849,Bommasandra Industrial Area,2.0,1125.0,2.0,32.49
11850,Tindlu,2.0,1165.0,2.0,59.8
11852,Hennur Road,3.0,1305.0,2.0,77.0
11853,Billekahalli,2.0,1125.0,2.0,65.0
11859,Hosa Road,1.0,625.0,1.0,43.68
11860,Kundalahalli,3.0,1724.0,3.0,128.0
11861,other,1.0,400.0,1.0,75.0
11865,other,2.0,823.0,2.0,80.0
11866,7th Phase JP Nagar,2.0,990.0,2.0,50.0
11868,Kothanur,2.0,1185.0,2.0,59.0
11869,Kadubeesanahalli,2.0,1140.0,2.0,78.0
11870,Ambedkar Nagar,3.0,1950.0,4.0,120.0
11871,Yelahanka,3.0,1756.0,3.0,125.0
11872,Kumaraswami Layout,4.0,2600.0,4.0,300.0
11873,Chandapura,1.0,520.0,1.0,14.04
11875,Whitefield,2.0,1216.0,2.0,72.0
11876,Sarjapur  Road,2.0,1026.0,2.0,60.8
11877,Sarjapur  Road,4.0,3335.0,4.0,300.0
11878,Kodichikkanahalli,5.0,2700.0,4.0,125.0
11879,Begur,3.0,1411.0,2.0,60.0
11881,Bannerghatta,2.0,1320.0,2.0,50.0
11883,Kalena Agrahara,3.0,1804.0,3.0,155.0
11884,HSR Layout,2.0,1140.0,2.0,46.0
11885,Banjara Layout,4.0,1200.0,4.0,105.0
11886,Hebbal,4.0,2375.0,4.0,189.0
11887,other,3.0,1750.0,3.0,120.0
11889,TC Palaya,2.0,1152.0,2.0,55.0
11891,Lingadheeranahalli,3.0,1684.0,3.0,120.0
11893,Panathur,2.0,1075.0,2.0,60.0
11894,Sarjapur,3.0,1500.0,5.0,95.0
11896,Hebbal,2.0,1420.0,2.0,99.26
11901,Shampura,7.0,2800.0,5.0,95.0
11903,Domlur,3.0,1850.0,3.0,180.0
11906,other,3.0,2750.0,5.0,550.0
11907,other,3.0,2150.0,3.0,170.0
11908,5th Block Hbr Layout,6.0,5100.0,5.0,300.0
11910,Kadugodi,3.0,1875.0,2.0,110.0
11911,Hulimavu,3.0,1260.0,2.0,82.0
11912,Kengeri,5.0,2500.0,4.0,100.0
11913,Begur Road,2.0,1241.0,2.0,64.0
11915,other,2.0,1500.0,1.0,218.0
11916,Electronic City,2.0,1070.0,2.0,60.0
11917,Begur,2.0,815.0,2.0,40.0
11919,Malleshwaram,2.0,1400.0,2.0,190.0
11920,Varthur,4.0,1740.0,4.0,175.0
11922,Sarjapur  Road,2.0,1216.0,2.0,70.0
11923,other,3.0,2200.0,2.0,190.0
11924,Hegde Nagar,4.0,3500.0,5.0,450.0
11926,Vidyaranyapura,7.0,3150.0,7.0,375.0
11928,Marathahalli,2.0,1026.0,2.0,50.18
11929,Hulimavu,1.0,450.0,1.0,20.0
11930,KR Puram,2.0,1205.0,2.0,45.79
11932,Anekal,1.0,420.0,1.0,12.5
11933,Doddakallasandra,2.0,1270.0,2.0,42.0
11934,Anekal,2.0,614.0,1.0,28.0
11935,Margondanahalli,2.0,1050.0,2.0,58.0
11940,other,3.0,1200.0,3.0,70.0
11941,Poorna Pragna Layout,2.0,960.0,2.0,50.0
11942,NGR Layout,2.0,1021.0,2.0,46.0
11943,Hegde Nagar,3.0,2162.03,4.0,129.0
11944,Channasandra,2.0,1065.0,2.0,36.0
11945,Attibele,1.0,400.0,1.0,10.25
11951,Vijayanagar,4.0,1500.0,4.0,360.0
11952,Sanjay nagar,2.0,1050.0,2.0,59.0
11955,KR Puram,3.0,1827.0,3.0,97.0
11956,Thanisandra,3.0,1930.0,4.0,122.0
11957,Mysore Road,2.0,883.0,2.0,37.0
11958,Kengeri,1.0,550.0,1.0,16.75
11960,other,4.0,1350.0,4.0,310.0
11962,Raja Rajeshwari Nagar,3.0,1021.0,3.0,59.0
11965,Nagarbhavi,3.0,1400.0,2.0,135.0
11966,Doddaballapur,4.0,2400.0,3.0,200.0
11967,Munnekollal,3.0,1200.0,2.0,57.9
11968,JP Nagar,3.0,1520.0,3.0,125.0
11969,Thanisandra,1.0,777.0,1.0,38.46
11970,EPIP Zone,3.0,2710.0,3.0,177.0
11971,Kenchenahalli,2.0,1150.0,2.0,57.0
11973,Mahalakshmi Layout,3.0,1200.0,2.0,110.0
11974,Hebbal,2.0,1252.0,2.0,92.0
11976,Marathahalli,2.0,1270.0,2.0,80.0
11977,Tumkur Road,2.0,992.0,2.0,70.0
11981,Kumaraswami Layout,7.0,3200.0,7.0,150.0
11985,other,3.0,1400.0,3.0,98.0
11987,Murugeshpalya,3.0,1344.0,2.0,56.0
11993,Whitefield,3.0,1396.0,3.0,74.0
11994,Garudachar Palya,3.0,1610.0,2.0,119.0
11995,Tindlu,2.0,1050.0,2.0,55.0
11997,Ramamurthy Nagar,2.0,1050.0,2.0,37.8
11999,Yelahanka,2.0,1104.0,2.0,58.0
12000,Hennur Road,2.0,1165.0,2.0,67.0
12001,Kudlu,2.0,1027.0,2.0,44.0
12002,Hormavu,2.0,1310.0,2.0,60.0
12006,other,3.0,2240.0,3.0,300.0
12009,Varthur,2.0,986.0,2.0,31.0
12012,Akshaya Nagar,3.0,1893.0,4.0,95.0
12013,Gollarapalya Hosahalli,3.0,1318.0,3.0,56.0
12015,Kereguddadahalli,2.0,800.0,2.0,33.0
12018,Jalahalli East,2.0,1010.0,2.0,52.0
12019,Banashankari,2.0,1260.0,2.0,75.0
12021,other,3.0,1520.0,3.0,165.0
12024,Harlur,2.0,1197.0,2.0,75.0
12027,Thanisandra,3.0,1241.0,2.0,68.0
12029,Kasavanhalli,3.0,1747.0,3.0,110.0
12033,Hennur Road,2.0,980.0,2.0,51.0
12034,Dasanapura,2.0,966.0,2.0,58.0
12035,other,4.0,2360.0,3.0,185.0
12036,Sarjapur  Road,2.0,1112.0,2.0,62.0
12039,Hennur,3.0,1830.0,2.0,113.0
12040,Yelahanka,2.0,1175.0,2.0,67.77
12042,Horamavu Banaswadi,2.0,1025.0,2.0,45.0
12043,Hennur Road,2.0,1232.0,2.0,80.0
12044,5th Phase JP Nagar,2.0,1010.0,2.0,57.0
12046,Battarahalli,2.0,1590.0,2.0,102.0
12048,Electronic City Phase II,3.0,1252.0,2.0,65.0
12051,Yelahanka,2.0,1322.0,2.0,77.9
12052,7th Phase JP Nagar,1.0,1000.0,1.0,60.0
12053,Harlur,3.0,1755.0,3.0,117.0
12054,Electronic City Phase II,2.0,1135.0,2.0,46.0
12056,Electronic City,4.0,1200.0,4.0,125.0
12057,Nagavarapalya,2.0,1260.0,2.0,85.5
12058,Hoodi,5.0,3250.0,5.0,395.0
12059,Ambedkar Nagar,4.0,3500.0,4.0,550.0
12062,Electronic City Phase II,3.0,1305.0,3.0,65.0
